kingdom	phylum	class	order	family	name	genus	species	author	taxonID	FOSSIL
Animalia	Arthropoda	Chilopoda	Geophilomorpha	Geophilidae	Arenophilus rotarius	Arenophilus	rotarius	(Chamberlin, 1943)	2233188	0
Animalia	Arthropoda	Chilopoda	Geophilomorpha	Geophilidae	Geophilus alaskanus	Geophilus	alaskanus	Cook, 1904	5179934	0
Animalia	Arthropoda	Chilopoda	Geophilomorpha	Schendylidae	Schendyla monoeci	Schendyla	monoeci	Brölemann, 1904	2234442	0
Animalia	Arthropoda	Chilopoda	Lithobiomorpha	Henicopidae	Lamyctes emarginatus	Lamyctes	emarginatus	(Newport, 1844)	2230973	0
Animalia	Arthropoda	Chilopoda	Lithobiomorpha	Lithobiidae	Lithobius nigripalpis	Lithobius	nigripalpis	L.Koch, 1867	2230447	0
Animalia	Arthropoda	Chilopoda	Scutigeromorpha	Scutigeridae	Parascutigera montana	Parascutigera	montana	Verhoeff, 1937	2231067	0
Animalia	Arthropoda	Diplopoda	Callipodida	Schizopetalidae	Paracortina warreni	Paracortina	warreni	(Shear, 2000)	1011736	0
Animalia	Arthropoda	Diplopoda	Chordeumatida	Craspedosomatidae	Listrocheiritium styricum	Listrocheiritium	styricum	Verhoeff, 1915	1022174	0
Animalia	Arthropoda	Diplopoda	Chordeumatida	Striariidae	Amplaria eldora	Amplaria	eldora	(Chamberlin, 1953)	4987329	0
Animalia	Arthropoda	Diplopoda	Glomerida	Glomeridae	Glomeris pustulata	Glomeris	pustulata	(Fabricius, 1781)	1028124	0
Animalia	Arthropoda	Diplopoda	Glomeridesmida	Glomeridesmidae	Glomeridesmus ortonedae	Glomeridesmus	ortonedae	Silvestri, 1911	6189908	0
Animalia	Arthropoda	Diplopoda	Julida	Julidae	Kryphioiulus occultus	Kryphioiulus	occultus	(C.L. Koch, 1847)	1012436	0
Animalia	Arthropoda	Diplopoda	Julida	Julidae	Pachyiulus cattarensis	Pachyiulus	cattarensis	(Latzel, 1884)	1013451	0
Animalia	Arthropoda	Diplopoda	Julida	Rhopaloiulidae	Rhopaloiulus cameratanus	Rhopaloiulus	cameratanus	Attems, 1927	1014490	0
Animalia	Arthropoda	Diplopoda	Platydesmida	Platydesmidae	Platydesmus tuberculosus	Platydesmus	tuberculosus	(Attems, 1951)	4987122	0
Animalia	Arthropoda	Diplopoda	Polydesmida	Chelodesmidae	Atlantodesmus itapurensis	Atlantodesmus	itapurensis	(Schubart, 1943)	6191745	0
Animalia	Arthropoda	Diplopoda	Polydesmida	Chelodesmidae	Atlantodesmus teresa	Atlantodesmus	teresa	(Hoffman, 2000)	9596073	0
Animalia	Arthropoda	Diplopoda	Polydesmida	Dalodesmidae	Lissodesmus bashfordi	Lissodesmus	bashfordi	Mesibov, 2006	6191410	0
Animalia	Arthropoda	Diplopoda	Polydesmida	Dalodesmidae	Tasmaniosoma compitale	Tasmaniosoma	compitale	Mesibov, 2010	9106764	0
Animalia	Arthropoda	Diplopoda	Polydesmida	Dalodesmidae	Tasmaniosoma warra	Tasmaniosoma	warra	Mesibov, 2010	8897784	0
Animalia	Arthropoda	Diplopoda	Polydesmida	Oxydesmidae	Ceratodesmus ansatus	Ceratodesmus	ansatus	Cook, 1896	1018643	0
Animalia	Arthropoda	Diplopoda	Polydesmida	Paradoxosomatidae	Australiosoma laminatum	Australiosoma	laminatum	Jeekel, 1984	5799757	0
Animalia	Arthropoda	Diplopoda	Polydesmida	Polydesmidae	Pseudopolydesmus canadensis	Pseudopolydesmus	canadensis	(Newport, 1844)	6192933	0
Animalia	Arthropoda	Diplopoda	Polydesmida	Xystodesmidae	Appalachioria eutypa	Appalachioria	eutypa	(Chamberlin, 1939)	4303131	0
Animalia	Arthropoda	Diplopoda	Polydesmida	Xystodesmidae	Brachoria hendrixsoni	Brachoria	hendrixsoni	Marek, 2010	9338569	0
Animalia	Arthropoda	Diplopoda	Polydesmida	Xystodesmidae	Brachoria laminata	Brachoria	laminata	Keeton, 1959	1019475	0
Animalia	Arthropoda	Diplopoda	Polydesmida	Xystodesmidae	Parcipromus gigantoarboricolus	Parcipromus	gigantoarboricolus	Shelley, 1995	4986730	0
Animalia	Arthropoda	Diplopoda	Polyxenida	Polyxenidae	Mauritixenus borbonicus	Mauritixenus	borbonicus	(Condé & Jacquemin-Nguyen Duy, 1962)	1012064	0
Animalia	Arthropoda	Diplopoda	Polyzoniida	Siphonotidae	Rhinotus vanmoli	Rhinotus	vanmoli	Mauriès, 1980	6186599	0
Animalia	Arthropoda	Diplopoda	Siphoniulida	Siphoniulidae	Siphoniulus albus	Siphoniulus	albus	Pocock, 1894	1011533	0
Animalia	Arthropoda	Diplopoda	Siphonocryptida	Siphonocryptidae	Siphonocryptus latior	Siphonocryptus	latior	Enghoff & Golovatch, 1995	6185670	0
Animalia	Arthropoda	Diplopoda	Siphonophorida	Siphonophoridae	Siphonophora margaritafera	Siphonophora	margaritafera	Kraus, 1957	9338978	0
Animalia	Arthropoda	Diplopoda	Sphaerotheriida	Arthrosphaeridae	Sphaeromimus andohahela	Sphaeromimus	andohahela	Wesener, 2014	9585474	0
Animalia	Arthropoda	Diplopoda	Spirobolida	Pachybolidae	Pachybolus arboreus	Pachybolus	arboreus	Verhoeff, 1941	6189002	0
Animalia	Arthropoda	Diplopoda	Spirobolida	Rhinocricidae	Anadenobolus jibacoa	Anadenobolus	jibacoa	(Perez-Asso, 1998)	9371085	0
Animalia	Arthropoda	Diplopoda	Spirostreptida	Iulomorphidae	Atelomastix mainae	Atelomastix	mainae	Edward & Harvey, 2010	7196092	0
Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Epinannolene alticola	Epinannolene	alticola	(Silvestri, 1898)	6185982	0
Animalia	Arthropoda	Diplopoda	Spirostreptida	Spirostreptidae	Orthoporoides pyrhocephalus	Orthoporoides	pyrhocephalus	(L.Koch, 1865)	1026071	0
Animalia	Arthropoda	Diplopoda	Stemmiulida	Stemmiulidae	Diopsiulus remifer	Diopsiulus	remifer	Demange & Mauriès, 1975	1021300	0
Animalia	Arthropoda	Entognatha	Collembola	Entomobryidae	Entomobrya marginata	Entomobrya	marginata	Tullberg, 1981	2120806	0
Animalia	Arthropoda	Entognatha	Collembola	Entomobryidae	Pseudosinella folsomi	Pseudosinella	folsomi	(Mills, 1931)	2120942	0
Animalia	Arthropoda	Entognatha	Collembola	Hypogastruridae	Hypogastrura perplexa	Hypogastrura	perplexa	Christiansen & Bellinger, 1980	2121621	0
Animalia	Arthropoda	Entognatha	Collembola	Isotomidae	Folsomia bisetosella	Folsomia	bisetosella	Fjellberg, 2005	8377819	0
Animalia	Arthropoda	Entognatha	Collembola	Isotomidae	Isotomurus stuxbergi	Isotomurus	stuxbergi	(Tullberg, 1876)	4539035	0
Animalia	Arthropoda	Entognatha	Collembola	Neanuridae	Holacanthella paucispinosa	Holacanthella	paucispinosa	(Salmon, 1941)	2122016	0
Animalia	Arthropoda	Entognatha	Collembola	Neanuridae	Pseudachorutes simplex	Pseudachorutes	simplex	Maynard, 1951	2122124	0
Animalia	Arthropoda	Entognatha	Collembola	Onychiuridae	Wankeliella intermedia	Wankeliella	intermedia	Potapov & Stebaeva, 1998	7378181	0
Animalia	Arthropoda	Entognatha	Diplura	Campodeidae	Campodea taunica	Campodea	taunica	Marten, 1939	4536738	0
Animalia	Arthropoda	Entognatha	Protura	Eosentomidae	Eosentomon temannegarai	Eosentomon	temannegarai	Nosek, 1976	2119327	0
Animalia	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia australis	Acartia	australis	Farran, 1936	4333236	0
Animalia	Arthropoda	Hexanauplia	Calanoida	Aetideidae	Gaetanus armiger	Gaetanus	armiger	Giesbrecht, 1888	2115328	0
Animalia	Arthropoda	Hexanauplia	Calanoida	Aetideidae	Pseudotharybis dentatus	Pseudotharybis	dentatus	(Bradford, 1969)	2115224	0
Animalia	Arthropoda	Hexanauplia	Calanoida	Diaptomidae	Leptodiaptomus tyrrelli	Leptodiaptomus	tyrrelli	(Poppe, 1888)	2114529	0
Animalia	Arthropoda	Hexanauplia	Calanoida	Pontellidae	Labidocera cervi	Labidocera	cervi	Krämer, 1895	5720184	0
Animalia	Arthropoda	Hexanauplia	Canuelloida	Canuellidae	Ellucana secunda	Ellucana	secunda	Coull, 1971	2110894	0
Animalia	Arthropoda	Hexanauplia	Cyclopoida	Cyclopinidae	Cyclopina gracilis	Cyclopina	gracilis	Claus, 1863	5166697	0
Animalia	Arthropoda	Hexanauplia	Cyclopoida	Lernaeidae	Lernaea arcuata	Lernaea	arcuata	Soejanto, 1965	4325529	0
Animalia	Arthropoda	Hexanauplia	Cyclopoida	Oncaeidae	Triconia umerus	Triconia	umerus	(Böttger-Schnack & Boxshall, 1990)	4322178	0
Animalia	Arthropoda	Hexanauplia	Cyclopoida	Rhynchomolgidae	Paradoridicola glabripes	Paradoridicola	glabripes	(H.o.Humes, 1968)	4322242	0
Animalia	Arthropoda	Hexanauplia	Cyclopoida	Rhynchomolgidae	Paramolgus centor	Paramolgus	centor	Humes, 1990	4322580	0
Animalia	Arthropoda	Hexanauplia	Cyclopoida	Sapphirinidae	Copilia lata	Copilia	lata	Giesbrecht, 1891	2110672	0
Animalia	Arthropoda	Hexanauplia	Cyclopoida	Sapphirinidae	Sapphirina opalina	Sapphirina	opalina	Dana, 1849	2110662	0
Animalia	Arthropoda	Hexanauplia	Cyclopoida	Sapphirinidae	Sapphirina vorax	Sapphirina	vorax	Giesbrecht, 1891	2110653	0
Animalia	Arthropoda	Hexanauplia	Gelyelloida	Gelyellidae	Gelyella monardi	Gelyella	monardi	Moeschler & Rouch, 1988	4328262	0
Animalia	Arthropoda	Hexanauplia	Harpacticoida	Canthocamptidae	Moraria mrazeki	Moraria	mrazeki	Scott T., 1903	8790906	0
Animalia	Arthropoda	Hexanauplia	Harpacticoida	Cletodidae	Acrenhydrosoma mccalli	Acrenhydrosoma	mccalli	Schizas & Shirley	9056504	0
Animalia	Arthropoda	Hexanauplia	Harpacticoida	Dactylopusiidae	Paradactylopodia brevicornis	Paradactylopodia	brevicornis	(Claus, 1866)	2111462	0
Animalia	Arthropoda	Hexanauplia	Harpacticoida	Laophontopsidae	Laophontopsis lamellifera	Laophontopsis	lamellifera	(Claus, 1863)	2111047	0
Animalia	Arthropoda	Hexanauplia	Harpacticoida	Metidae	Metis jousseaumei	Metis	jousseaumei	(Richard, 1892)	5166128	0
Animalia	Arthropoda	Hexanauplia	Harpacticoida	Miraciidae	Amonardia normani	Amonardia	normani	(Brady, 1872)	2113787	0
Animalia	Arthropoda	Hexanauplia	Harpacticoida	Miraciidae	Amphiascopsis cinctus	Amphiascopsis	cinctus	(Claus, 1866)	2113598	0
Animalia	Arthropoda	Hexanauplia	Harpacticoida	Paramesochridae	Emertonia diva	Emertonia	diva	(Veit-Kohler, 2005)	6466160	0
Animalia	Arthropoda	Hexanauplia	Harpacticoida	Pseudotachidiidae	Paranannopus atlanticus	Paranannopus	atlanticus	(Coull, 1973)	2112762	0
Animalia	Arthropoda	Hexanauplia	Misophrioida	Speleophriidae	Huysia bahamensis	Huysia	bahamensis	Jaume, Boxshall & Iliffe, 1998	4321946	0
Animalia	Arthropoda	Hexanauplia	Monstrilloida	Monstrillidae	Monstrillopsis zernowi	Monstrillopsis	zernowi	Dolgopol'skaya, 1948	4331376	0
Animalia	Arthropoda	Hexanauplia	Mormonilloida	Mormonillidae	Neomormonilla extremata	Neomormonilla	extremata	Ivanenko & Defaye, 2006	4325211	0
Animalia	Arthropoda	Hexanauplia	Platycopioida	Platycopiidae	Platycopia pygmaea	Platycopia	pygmaea	Sars G.O., 1919	2115843	0
Animalia	Arthropoda	Hexanauplia	Siphonostomatoida	Caligidae	Lepeophtheirus hospitalis	Lepeophtheirus	hospitalis	Fraser, 1920	2116034	0
Animalia	Arthropoda	Hexanauplia	Siphonostomatoida	Caligidae	Pseudanuretes pomacanthi	Pseudanuretes	pomacanthi	Lewis A.G., 1968	4330827	0
Animalia	Arthropoda	Hexanauplia	Siphonostomatoida	Lernaeopodidae	Naobranchia occidentalis	Naobranchia	occidentalis	Wilson C.B., 1915	2116186	0
Animalia	Arthropoda	Hexanauplia	Siphonostomatoida	Nicothoidae	Nicothoe analata	Nicothoe	analata	Kabata, 1966	4329961	0
Animalia	Arthropoda	Insecta	Archaeognatha	Machilidae	Machilis longipalpus	Machilis	longipalpus	Bach, 1982	8919562	0
Animalia	Arthropoda	Insecta	Blattodea	Blaberidae	Panesthia wallacei	Panesthia	wallacei	Wood-Mason, 1876	1994084	0
Animalia	Arthropoda	Insecta	Blattodea	Blaberidae	Rhabdoblatta karnyi	Rhabdoblatta	karnyi	(Shiraki, 1931)	1994336	0
Animalia	Arthropoda	Insecta	Blattodea	Blaberidae	Rhabdoblatta marginata	Rhabdoblatta	marginata	Bei-Bienko, 1969	1994257	0
Animalia	Arthropoda	Insecta	Blattodea	Blattidae	Melanozosteria triangulata	Melanozosteria	triangulata	(Brunner von Wattenwyl, 1893)	2000635	0
Animalia	Arthropoda	Insecta	Blattodea	Corydiidae	Arenivaga floridensis	Arenivaga	floridensis	Caudell, 1918	2001141	0
Animalia	Arthropoda	Insecta	Blattodea	Ectobiidae	Allacta bimaculata	Allacta	bimaculata	Bei-Bienko, 1969	1999078	0
Animalia	Arthropoda	Insecta	Blattodea	Ectobiidae	Cariblatta minima	Cariblatta	minima	Hebard, 1916	4293595	0
Animalia	Arthropoda	Insecta	Blattodea	Ectobiidae	Mediastinia australica	Mediastinia	australica	(Shelford, 1911)	1996637	0
Animalia	Arthropoda	Insecta	Blattodea	Ectobiidae	Planuncus nicaeensis	Planuncus	nicaeensis	(Brisout de Barneville, 1852)	7506535	0
Animalia	Arthropoda	Insecta	Blattodea	Kalotermitidae	Calcaritermes temnocephalus	Calcaritermes	temnocephalus	(Silvestri, 1901)	9492047	0
Animalia	Arthropoda	Insecta	Blattodea	Termitidae	Amitermes gracilis	Amitermes	gracilis	Gay, 1968	4803214	0
Animalia	Arthropoda	Insecta	Blattodea	Termitidae	Apsenterotermes improcerus	Apsenterotermes	improcerus	Miller, 1991	4803253	0
Animalia	Arthropoda	Insecta	Blattodea	Termitidae	Diversitermes diversimiles	Diversitermes	diversimiles	(Silvestri, 1901)	8821445	0
Animalia	Arthropoda	Insecta	Blattodea	Termitidae	Ephelotermes taylori	Ephelotermes	taylori	(Hill, 1915)	4803379	0
Animalia	Arthropoda	Insecta	Blattodea	Termitidae	Globitermes sulphureus	Globitermes	sulphureus	(Haviland, 1898)	9716217	0
Animalia	Arthropoda	Insecta	Blattodea	Termitidae	Microcerotermes leai	Microcerotermes	leai	Hill, 1927	4803281	0
Animalia	Arthropoda	Insecta	Blattodea	Termitidae	Nasutitermes parvonasutus	Nasutitermes	parvonasutus	(Nawa, 1911)	5888333	0
Animalia	Arthropoda	Insecta	Blattodea	Termitidae	Protocapritermes krisiformis	Protocapritermes	krisiformis	(Froggatt, 1898)	4803079	0
Animalia	Arthropoda	Insecta	Coleoptera	Aphodiidae	Lorditomaeus opatroides	Lorditomaeus	opatroides	(Klug, 1855)	1068068	0
Animalia	Arthropoda	Insecta	Coleoptera	Aphodiidae	Oscarinus bottimeri	Oscarinus	bottimeri	(Cartwright, 1957)	1070128	0
Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus chiricahuae	Agrilus	chiricahuae	Fisher, 1928	6004111	0
Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Castiarina flavopicta	Castiarina	flavopicta	(Boisduval, 1835)	4727376	0
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Carabus morbillosus	Carabus	morbillosus	Fabricius, 1792	4471092	0
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Chlaenius variabilipes	Chlaenius	variabilipes	Eschscholtz, 1833	4988999	0
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Clivina punctigera	Clivina	punctigera	LeConte, 1857	1036900	0
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Graphipterus marginatus	Graphipterus	marginatus	Boheman, 1860	7820662	0
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Halocoryza arenaria	Halocoryza	arenaria	(Darlington, 1939)	1036864	0
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Pterostichus amaroides	Pterostichus	amaroides	(Dejean, 1828)	7444345	0
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Stenomorphus convexior	Stenomorphus	convexior	Notman, 1922	1037814	0
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Trichotichnus dichrous	Trichotichnus	dichrous	(Dejean, 1829)	1035062	0
Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Aridaeus thoracicus	Aridaeus	thoracicus	(Donovan, 1805)	1117891	0
Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Batrachorhina jejuna	Batrachorhina	jejuna	(Kolbe, 1893)	1134782	0
Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Eburodacrys triocellata	Eburodacrys	triocellata	(Stål, 1857)	1123688	0
Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Epiclytus yokoyamai	Epiclytus	yokoyamai	(Kano, 1933)	1099555	0
Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Phytoecia caerulea	Phytoecia	caerulea	(Scopoli, 1772)	4459361	0
Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Ptychodes politus	Ptychodes	politus	Audinet-Serville, 1835	6269451	0
Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Tessaromma nanum	Tessaromma	nanum	Blackburn, 1899	5001633	0
Animalia	Arthropoda	Insecta	Coleoptera	Cetoniidae	Cotinis nitida	Cotinis	nitida	(Linnaeus, 1764)	1077495	0
Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chiridopsis scalaris	Chiridopsis	scalaris	(Weber, 1801)	6274269	0
Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Lilioceris faldermanni	Lilioceris	faldermanni	(Guerin-Meneville, 1829)	4461552	0
Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Microrhopala rileyi	Microrhopala	rileyi	S.Clark, 1983	1047748	0
Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Phygasia chengi	Phygasia	chengi	Lee, 2012	8634990	0
Animalia	Arthropoda	Insecta	Coleoptera	Cleridae	Eunatalis hirta	Eunatalis	hirta	Blackburn, 1890	4716508	0
Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Calvia quindecimguttata	Calvia	quindecimguttata	(Fabricius, 1777)	4452237	0
Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Catasarcus lepidus	Catasarcus	lepidus	Pascoe, 1870	1234298	0
Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Agabus sturmii	Agabus	sturmii	(Gyllenhal, 1808)	4469907	0
Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Cardiophorus rufipes	Cardiophorus	rufipes	(Goeze, 1777)	6974194	0
Animalia	Arthropoda	Insecta	Coleoptera	Haliplidae	Haliplus fulvicollis	Haliplus	fulvicollis	Erichson, 1837	4470361	0
Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Epiglyptus costatus	Epiglyptus	costatus	(J.L.LeConte, 1852)	5995829	0
Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Exorhabdus mechowi	Exorhabdus	mechowi	(Schmidt, 1883)	5996556	0
Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Margarinotus cognatus	Margarinotus	cognatus	(J.E.LeConte, 1844)	1044974	0
Animalia	Arthropoda	Insecta	Coleoptera	Hydraenidae	Limnebius furcatus	Limnebius	furcatus	Baudi di Selve, 1872	4448325	0
Animalia	Arthropoda	Insecta	Coleoptera	Jurodidae	Sikhotealinia zhiltzovae	Sikhotealinia	zhiltzovae	Lafer, 1996	1049620	Resampled
Animalia	Arthropoda	Insecta	Coleoptera	Latridiidae	Corticaria lapponica	Corticaria	lapponica	(Zetterstedt, 1838)	4451000	0
Animalia	Arthropoda	Insecta	Coleoptera	Meloidae	Lytta vesicatoria	Lytta	vesicatoria	(Linnaeus, 1758)	1046592	0
Animalia	Arthropoda	Insecta	Coleoptera	Melolonthidae	Gastroserica herzi	Gastroserica	herzi	(Heyden, 1887)	1058633	0
Animalia	Arthropoda	Insecta	Coleoptera	Melyridae	Dasytes lombardus	Dasytes	lombardus	Fiori, 1909	4449972	0
Animalia	Arthropoda	Insecta	Coleoptera	Noteridae	Suphis inflatus	Suphis	inflatus	(LeConte, 1863)	1049590	0
Animalia	Arthropoda	Insecta	Coleoptera	Rutelidae	Anomala chapini	Anomala	chapini	Robinson, 1948	5988208	0
Animalia	Arthropoda	Insecta	Coleoptera	Salpingidae	Lissodema denticolle	Lissodema	denticolle	(Gyllenhal, 1813)	5750799	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Allogymnopleurus chloris	Allogymnopleurus	chloris	(Klug, 1855)	1093959	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Catharsius dubius	Catharsius	dubius	Péringuey, 1901	1088686	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Matthewsius rossi	Matthewsius	rossi	(Matthews, 1974)	9544468	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Milichus jugatus	Milichus	jugatus	D'Orbigny, 1907	1092908	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Onitis perpunctatus	Onitis	perpunctatus	Balthasar, 1963	1093792	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Onthophagus conspicuus	Onthophagus	conspicuus	MacLeay, 1864	1090007	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Temnoplectron finnigani	Temnoplectron	finnigani	Reid & Storey, 2000	1087770	0
Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Atheta cadaverina	Atheta	cadaverina	(Brisout de Barneville, 1860)	6097454	0
Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Lispinus catena	Lispinus	catena	Sharp, 1876	8450731	0
Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Megalinus hesperius	Megalinus	hesperius	(Erichson, 1839)	9393246	0
Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Scopaeus opacus	Scopaeus	opacus	(LeConte & J.L., 1863)	9927078	0
Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Silusa californica	Silusa	californica	(Bernhauer, 1905)	4989455	0
Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Stenus transformis	Stenus	transformis	Puthz, 1977	4438030	0
Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Corticeus tenuis	Corticeus	tenuis	(LeConte, 1878)	7427154	0
Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Helops politus	Helops	politus	Say, 1826	9696621	0
Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Hymenorus thoracicus	Hymenorus	thoracicus	Fall, 1931	9709832	0
Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Loxostethus fasciatus	Loxostethus	fasciatus	Triplehorn, 1962	8778538	0
Animalia	Arthropoda	Insecta	Coleoptera	Trogidae	Glyptotrox foveicollis	Glyptotrox	foveicollis	(Harold, 1872)	9532065	0
Animalia	Arthropoda	Insecta	Dermaptera	Forficulidae	Doru taeniatum	Doru	taeniatum	(Dohrn, 1862)	1419842	0
Animalia	Arthropoda	Insecta	Dermaptera	Forficulidae	Eparchus insignis	Eparchus	insignis	(Haan, 1842)	4392928	0
Animalia	Arthropoda	Insecta	Dermaptera	Pygidicranidae	Pyragropsis emarginata	Pyragropsis	emarginata	Rehn & Jag, 1916	4394400	0
Animalia	Arthropoda	Insecta	Dermaptera	Spongiphoridae	Marava pulchella	Marava	pulchella	(Audinet-Serville, 1838)	1419868	0
Animalia	Arthropoda	Insecta	Diptera	Agromyzidae	Aulagromyza tridentata	Aulagromyza	tridentata	(Loew, 1858)	1555100	0
Animalia	Arthropoda	Insecta	Diptera	Agromyzidae	Phytomyza chloophila	Phytomyza	chloophila	Hering, 1951	1551477	0
Animalia	Arthropoda	Insecta	Diptera	Anthomyiidae	Delia rimiventris	Delia	rimiventris	Michelsen, 2007	5077428	0
Animalia	Arthropoda	Insecta	Diptera	Asilidae	Cerdistus margitis	Cerdistus	margitis	(Walker, 1849)	1665124	0
Animalia	Arthropoda	Insecta	Diptera	Asilidae	Cyrtopogon evidens	Cyrtopogon	evidens	Osten Sacken, 1877	1660382	0
Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphyctis argenteofasciata	Laphyctis	argenteofasciata	Engel, 1929	9729000	0
Animalia	Arthropoda	Insecta	Diptera	Asilidae	Neolophonotus cupreus	Neolophonotus	cupreus	(Loew, 1858)	1658740	0
Animalia	Arthropoda	Insecta	Diptera	Asilidae	Pseudoryclus bicolor	Pseudoryclus	bicolor	(Bellardi, 1861)	5977580	0
Animalia	Arthropoda	Insecta	Diptera	Bombyliidae	Anthrax asciculus	Anthrax	asciculus	Yeates & Lambkin, 1998	1667271	0
Animalia	Arthropoda	Insecta	Diptera	Bombyliidae	Balaana centrosa	Balaana	centrosa	Lambkin & Yeates, 2003	1668037	0
Animalia	Arthropoda	Insecta	Diptera	Bombyliidae	Exoprosopa minuscula	Exoprosopa	minuscula	Painter, 1969	1672328	0
Animalia	Arthropoda	Insecta	Diptera	Calliphoridae	Calliphora latifrons	Calliphora	latifrons	Hough, 1899	1502624	0
Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Caryomyia antennata	Caryomyia	antennata	Felt, 1909	1596661	0
Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia fagi	Contarinia	fagi	Rübsaamen, 1921	5082076	0
